shipment-date	sku	fnsku	asin	fulfillment-center-id	quantity	amazon-order-id	currency	item-price-per-unit	shipping-price	gift-wrap-price	ship-city	ship-state	ship-postal-code
2025-12-16T14:07:25+00:00	SK010BK	B089NQQH16	B089NQQH16	BHM1	3	114-0277296-5165055	USD	19.99	0.00	0.00	Atlanta	GA	30318
2025-12-16T10:05:48+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	ORH3	1	112-1351637-9039412	USD	8.99	0.00	0.00	FAIRBANKS	AK	99712-3121
2025-12-16T09:16:16+00:00	SP068-B20	B0DTHQRWSH	B0DTHQRWSH	SLC1	1	114-5308979-7316215	USD	12.99	0.00	0.00	DENVER	COLORADO	80239-4459
2025-12-16T07:46:45+00:00	SK016B	B083K841SF	B083K841SF	DET3	1	114-2747274-1197856	USD	9.99	0.49	0.00	EAST CHINA	MI	48054-4713
2025-12-16T06:10:07+00:00	DT-009	B01J1FIWEA	B01J1FIWEA	LGA9	1	114-1210285-2425008	USD	9.99	0.00	0.00	North Walpole	NH	03609
2025-12-16T05:39:26+00:00	FK006BK	B0DTYVFF1Q	B0DTYVFF1Q	MKE2	1	112-6282950-2601024	USD	8.99	0.00	0.00	DURAND	WI	54736-1303
2025-12-16T04:59:13+00:00	SK016B-C1	B091L86CHX	B091L86CHX	PHL7	1	112-3546916-8353819	USD	19.99	0.00	0.00	MIDDLETOWN	NJ	07748-2952
2025-12-16T04:12:51+00:00	SK016B-C1	B091L86CHX	B091L86CHX	MLI1	1	112-2263640-6074602	USD	19.99	0.00	0.00	SPRINGFIELD	IL	62704-4276
2025-12-16T04:00:35+00:00	SB012-100A	B0DLNVHZBJ	B0DLNVHZBJ	MDW7	1	113-1563601-6765049	USD	14.99	0.00	0.00	Stevens Point	WI	54481
2025-12-16T02:54:05+00:00	SP066-B10	B0F1MYK9Z4	B0F1MYK9Z4	LGB3	1	112-4557656-5896222	USD	9.99	0.00	0.00	PEORIA	AZ	85381-5222
2025-12-16T02:44:48+00:00	SK010BK	B089NQQH16	B089NQQH16	JFK8	3	112-0272862-6296249	USD	19.99	6.99	0.00	EAST WINDSOR	NJ	08512-3253
2025-12-16T01:48:32+00:00	SK010BK	B089NQQH16	B089NQQH16	STL8	4	113-9605517-1877804	USD	19.99	0.00	0.00	KANSAS CITY	MO	64154-1514
2025-12-16T00:38:47+00:00	SK016B-C1	B091L86CHX	B091L86CHX	PAE2	1	112-5657733-3337863	USD	19.99	0.00	0.00	SPOKANE	WA	99203-3547
2025-12-16T00:30:08+00:00	SK016B	B083K841SF	B083K841SF	FAT1	1	114-0499605-6425841	USD	9.99	0.00	0.00	TAYLORSVILLE	UT	84129-6336
2025-12-16T00:08:56+00:00	SK023A	B0BBL2VWL9	B0BBL2VWL9	TUS2	1	114-8608765-5077849	USD	10.99	0.00	0.00	COMMERCE	CA	90040-2920
2025-12-16T00:01:51+00:00	SK028A	B097PQ46FT	B097PQ46FT	PDX9	1	113-9763081-1837860	USD	17.99	0.00	0.00	OLYMPIA	WA	98512-5637
2025-12-15T23:17:33+00:00	SK029	B091KTNWWB	B091KTNWWB	AKC1	1	113-1977068-2201849	USD	10.99	0.03	0.00	GLASSBORO	NJ	08028
2025-12-15T23:17:33+00:00	SK029	B091KTNWWB	B091KTNWWB	AKC1	1	113-1977068-2201849	USD	10.99	0.03	0.00	GLASSBORO	NJ	08028
2025-12-15T23:14:22+00:00	SK028A	B097PQ46FT	B097PQ46FT	DSM5	4	112-7973883-6673002	USD	15.33	0.00	0.00	Greenwood	NE	68366
2025-12-15T22:57:11+00:00	SK016B	B083K841SF	B083K841SF	CMH1	1	114-5377518-4076212	USD	9.99	0.00	0.00	Dekalb	TX	75559
2025-12-15T22:17:05+00:00	SK031A	B0CTHDYDDW	B0CTHDYDDW	ATL2	1	114-1427387-0629849	USD	11.99	0.00	0.00	ELLIJAY	GA	30536-6163
2025-12-15T22:16:04+00:00	SK016B	B083K841SF	B083K841SF	FAT1	3	114-2251937-1701016	USD	9.99	0.00	0.00	SAN FRANCISCO	CA	94132-1401
2025-12-15T22:13:15+00:00	FK006BL	B0DTYR4SKM	B0DTYR4SKM	EWR9	1	112-9034460-9885006	USD	8.99	0.00	0.00	Raleigh	NC	27604-9649
2025-12-15T22:13:15+00:00	FK006GR	B0DTYSVFW7	B0DTYSVFW7	EWR9	1	112-9034460-9885006	USD	8.99	0.00	0.00	Raleigh	NC	27604-9649
2025-12-15T22:04:17+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	VGT1	1	112-8150969-4009066	USD	12.99	0.00	0.00	SAN DIEGO	CA	92110-1133
2025-12-15T21:48:28+00:00	SK008BG-2	B0BZ8BN81L	B0BZ8BN81L	LAS7	1	111-1266811-9691469	USD	9.99	0.00	0.00	IONE	WA	99139-6001
2025-12-15T21:09:07+00:00	SK016B	B083K841SF	B083K841SF	BFI4	1	111-5763251-4813059	USD	9.99	1.00	0.00	LACEY	WA	98516-6008
2025-12-15T20:59:45+00:00	SK026-3	B091L4SDK5	B091L4SDK5	DET3	1	112-8465950-0348269	USD	13.99	0.00	0.00	CINCINNATI	OH	45219-3112
2025-12-15T20:52:37+00:00	SK029	B091KTNWWB	B091KTNWWB	MIA1	9	111-7986819-9821848	USD	9.02	0.94	0.00	MIAMI	FL	33166-2797
2025-12-15T20:52:37+00:00	SK029	B091KTNWWB	B091KTNWWB	MIA1	6	111-7986819-9821848	USD	9.02	0.62	0.00	MIAMI	FL	33166-2797
2025-12-15T20:52:37+00:00	SK029	B091KTNWWB	B091KTNWWB	MIA1	10	111-7986819-9821848	USD	9.02	1.04	0.00	MIAMI	FL	33166-2797
2025-12-15T20:49:38+00:00	SK016B	B083K841SF	B083K841SF	GYR1	1	111-3740115-3986648	USD	9.99	0.00	0.00	CHANDLER	AZ	85226-2505
2025-12-15T20:49:38+00:00	SK016B	B083K841SF	B083K841SF	GYR1	1	111-3740115-3986648	USD	9.99	0.00	0.00	CHANDLER	AZ	85226-2505
2025-12-15T20:32:51+00:00	SK028A	B097PQ46FT	B097PQ46FT	OMA2	1	113-2107172-2507442	USD	17.99	2.66	0.00	KANSAS CITY	MO	64117-1461
2025-12-15T20:30:03+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	SYR1	1	112-5246630-5219431	USD	12.99	0.00	0.00	ILION	NY	13357-1511
2025-12-15T19:43:04+00:00	SK010GR-5	B091BZBZHS	B091BZBZHS	RDG1	1	114-0980215-6625004	USD	11.99	0.00	0.00	POMPTON LAKES	NJ	07442-1311
2025-12-15T19:31:39+00:00	SK016B-C1	B091L86CHX	B091L86CHX	LGB7	1	111-4602903-7114614	USD	19.99	1.50	0.00	FILLMORE	CA	93015-1849
2025-12-15T19:28:13+00:00	SK016B	B083K841SF	B083K841SF	CLT4	1	112-6593342-1828242	USD	9.99	2.99	0.00	LEXINGTON	NC	27295-8806
2025-12-15T19:12:44+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	BFL2	1	114-0547674-3110646	USD	9.99	0.00	0.00	SAN JOSE	CA	95136-1028
2025-12-15T19:02:35+00:00	SK016B	B083K841SF	B083K841SF	MTN1	1	112-1647725-8292217	USD	9.99	0.00	0.00	COLCHESTER	CT	06415-5217
2025-12-15T19:01:32+00:00	SK010GR	B089NQK2CJ	B089NQK2CJ	FTW6	1	112-4288679-5722659	USD	19.99	0.00	0.00	RICHARDSON	TX	75080-1521
2025-12-15T19:00:17+00:00	SK020	B0819NTXFV	B0819NTXFV	OXR1	1	112-1517861-6263459	USD	9.99	0.00	0.00	LAKEWOOD	CA	90715-2351
2025-12-15T18:29:28+00:00	SK016B	B083K841SF	B083K841SF	LAS7	2	112-3232027-1931413	USD	9.99	2.99	0.00	LAS VEGAS	NV	89135-9142
2025-12-15T18:10:12+00:00	SK016P	B091BT57TD	B091BT57TD	MSP1	1	113-2058446-6704263	USD	9.99	0.00	0.00	CHICAGO	IL	60601-5811
2025-12-15T17:43:45+00:00	SK008BG-2	B0BZ8BN81L	B0BZ8BN81L	TUS2	1	113-0561456-8653826	USD	9.99	1.50	0.00	TUCSON	AZ	85715-3556
2025-12-15T17:26:02+00:00	SK029	B091KTNWWB	B091KTNWWB	MLI1	1	111-9610786-1853852	USD	10.99	0.00	0.00	COLUMBUS	NE	68601-4547
2025-12-15T17:18:44+00:00	SK010GR	B089NQK2CJ	B089NQK2CJ	IND1	2	111-5027699-2356250	USD	19.99	0.00	0.00	COLUMBUS	OH	43240-4063
2025-12-15T16:46:14+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	MQY1	1	111-5511935-2217056	USD	12.99	0.00	0.00	NORTH TAZEWELL	VA	24630-8243
2025-12-15T15:15:24+00:00	SB013-10	X003TBZHBP	B0C4KHWC99	TPA4	1	114-0782128-9120207	USD	6.99	0.00	0.00	PITTSTON	PA	18640-1025
2025-12-15T13:42:53+00:00	SP066-B10	B0F1MYK9Z4	B0F1MYK9Z4	ORH3	1	111-2447700-5430612	USD	9.99	0.00	0.00	TROY	NY	12180-7038
2025-12-15T13:07:55+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	JFK8	1	112-4845933-5062627	USD	12.99	0.00	0.00	TROY	NY	12182-1605
2025-12-15T12:27:15+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	MIA1	2	113-6010060-0639437	USD	9.99	0.00	0.00	SARASOTA	FL	34232-1540
2025-12-15T12:00:33+00:00	SK008BG-2	B0BZ8BN81L	B0BZ8BN81L	TUL2	1	114-8663484-0625806	USD	9.99	0.00	0.00	Baton Rouge	LA	70820
2025-12-15T11:57:26+00:00	SK016P	B091BT57TD	B091BT57TD	JAX2	1	114-6554613-2767404	USD	9.99	0.00	0.00	HOLLYWOOD	SC	29449-6283
2025-12-15T11:18:28+00:00	SK028A	B097PQ46FT	B097PQ46FT	DEN4	1	112-1613239-4194657	USD	17.99	0.00	0.00	LAKEWOOD	CO	80401-3289
2025-12-15T11:18:28+00:00	SK028A	B097PQ46FT	B097PQ46FT	DEN4	1	112-1613239-4194657	USD	17.99	0.00	0.00	LAKEWOOD	CO	80401-3289
2025-12-15T10:43:28+00:00	SK009GW	B0BZHM79YQ	B0BZHM79YQ	ROC1	1	114-0782128-9120207	USD	8.99	0.00	0.00	PITTSTON	PA	18640-1025
2025-12-15T10:37:45+00:00	SK010BK	B089NQQH16	B089NQQH16	MIA1	1	113-8273807-0278624	USD	19.99	6.13	0.00	Buga	Valle del cauca	763041
2025-12-15T10:37:45+00:00	SK010BK	B089NQQH16	B089NQQH16	MIA1	1	113-8273807-0278624	USD	19.99	6.13	0.00	Buga	Valle del cauca	763041
2025-12-15T10:25:42+00:00	SK028A	B097PQ46FT	B097PQ46FT	TUS2	1	112-1198669-1677051	USD	17.99	0.00	0.00	CHULA VISTA	CA	91914-3631
2025-12-15T10:16:35+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	EWR4	1	702-2491286-3488237	CAD	22.53	0.00	0.00	Saint-Charles-Sur-Richelieu	Quebec	J0H 2G0
2025-12-15T10:16:35+00:00	SB-011-120	B082XRFBQL	B082XRFBQL	EWR4	5	702-2491286-3488237	CAD	22.53	0.00	0.00	Saint-Charles-Sur-Richelieu	Quebec	J0H 2G0
2025-12-15T10:15:09+00:00	SK028A	B097PQ46FT	B097PQ46FT	PSP1	1	114-4162308-2137043	USD	17.99	0.18	0.00	BREA	CA	92821-4349
2025-12-15T10:01:23+00:00	FK002-B05	B0F1MVMC4S	B0F1MVMC4S	MKE1	1	111-7838717-8261011	USD	16.99	0.00	0.00	WAUKEGAN	IL	60085-1732
2025-12-15T09:44:19+00:00	DT-009	B01J1FIWEA	B01J1FIWEA	JFK8	1	114-2934184-2789053	USD	9.99	0.00	0.00	RIDGEFIELD	NJ	07657-1448
2025-12-15T09:27:20+00:00	SK023A	B0BBL2VWL9	B0BBL2VWL9	GYR1	2	114-8608765-5077849	USD	10.99	0.00	0.00	COMMERCE	CA	90040-2920
2025-12-15T09:15:33+00:00	SK023A	B0BBL2VWL9	B0BBL2VWL9	OXR1	1	114-0302834-0817857	USD	10.99	0.00	0.00	COMMERCE	CA	90040-2920
2025-12-15T09:13:26+00:00	SK023A	B0BBL2VWL9	B0BBL2VWL9	OXR1	1	114-0302834-0817857	USD	10.99	0.00	0.00	COMMERCE	CA	90040-2920
2025-12-15T09:11:54+00:00	SK023A	B0BBL2VWL9	B0BBL2VWL9	OXR1	1	114-0302834-0817857	USD	10.99	0.00	0.00	COMMERCE	CA	90040-2920
2025-12-15T08:59:38+00:00	SK031A	B0CTHDYDDW	B0CTHDYDDW	CLE2	1	112-6586646-1445064	USD	11.99	0.00	0.00	MILTON	NH	03851-4746
2025-12-15T08:54:48+00:00	SK010BK-5	B091BYBGRN	B091BYBGRN	ACY1	1	111-3392891-8731464	USD	11.99	0.04	0.00	Frederick	MD	21702
2025-12-15T08:42:52+00:00	SK031A	B0CTHDYDDW	B0CTHDYDDW	BOI2	1	111-8430786-1136205	USD	11.99	0.00	0.00	WESTMINSTER	CO	80021-8619
2025-12-15T08:36:57+00:00	SK016B	B083K841SF	B083K841SF	LAS7	1	111-7977843-8537854	USD	9.99	0.39	0.00	SANTA BARBARA	CA	93101-1235
2025-12-15T08:29:12+00:00	SK028A	B097PQ46FT	B097PQ46FT	FSD1	1	111-2256297-5332241	USD	17.99	0.00	0.00	LINCOLN	NE	68502
2025-12-15T08:24:18+00:00	SK010GR-5	B091BZBZHS	B091BZBZHS	TUS2	1	114-2424005-5409003	USD	11.99	0.00	0.00	CHICO	CA	95928-7554
2025-12-15T08:19:52+00:00	DT-009	B01J1FIWEA	B01J1FIWEA	SAT3	1	111-8892045-2347467	USD	9.99	0.00	0.00	BELTON	TX	76513-6622
2025-12-15T08:08:09+00:00	SK017	B0CRKVR3B5	B0CRKVR3B5	DFW7	1	114-9268170-3369022	USD	9.99	0.00	0.00	SAN ELIZARIO	TX	79849-8693
2025-12-15T07:27:44+00:00	SK016B	B083K841SF	B083K841SF	BOS3	1	113-4092852-1978627	USD	9.99	0.00	0.00	LITTLE VALLEY	NY	14755
